federal_account_symbol,federal_account_name,agency_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total
019-0601,"Repatriation Loans, Program Account, State",Department of State,International Affairs,Conduct of foreign affairs,130001.41,-1.41,1478832.00,0.00,0.00,0.00,0.00,1608832.00,1478832.00,0.00,130000.00,1478832.00,1608832.00
012-1143,"Repayable Advances to Agricultural Disaster Relief Fund, Farm Service Agency, Agriculture",Department of Agriculture,Agriculture,Farm income stabilization,0.00,641152.37,-641152.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
019-0545,"Representation Allowances, State",Department of State,International Affairs,Conduct of foreign affairs,1115557.30,163280.23,8030000.00,0.00,0.00,530290.47,530290.47,9839128.00,8859331.00,490231.80,979797.00,8253078.05,9839128.00
068-4310,"Reregistration and Expedited Processing Revolving Fund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,37449702.51,36083.34,0.00,0.00,0.00,28916226.63,28916226.63,66402012.48,22372214.64,36083.34,44029797.84,22303333.00,66402012.48
070-0801,"Research and Development, Departmental Management and Operations, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,189375.71,0.00,2545000.00,0.00,0.00,0.00,0.00,2734375.71,2734128.08,0.00,247.63,2710857.00,2734375.71
070-0805,"Research and Development, National Protection and Programs Directorate, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,16174.31,0.00,15126000.00,0.00,0.00,0.00,0.00,15142174.31,6819974.73,0.00,8322199.58,5928506.43,15142174.31
070-0803,"Research and Development, Science and Technology, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,137945954.65,5133189.15,503830000.00,0.00,0.00,65309171.52,65309171.52,712218315.32,537045948.42,5133189.15,175172366.90,298939301.82,712218315.32
070-0553,"Research and Development, Transportation Security Administration, Border and Transportation Security, Homeland Security",Department of Homeland Security,Transportation,Air transportation,243849.41,-243848.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.00,1.41,0.00,1.41
070-0802,"Research and Development, Transportation Security Administration, Homeland Security",Department of Homeland Security,Transportation,Other transportation,200000.00,-200000.00,20190000.00,0.00,0.00,0.00,0.00,20190000.00,16974722.86,0.00,3215277.14,4755691.79,20190000.00
070-0804,"Research and Development, United States Secret Service, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,750000.00,0.00,250000.00,0.00,0.00,0.00,0.00,1000000.00,1000000.00,0.00,0.00,1233736.20,1000000.00
012-1500,"Research and Education Activities, Cooperative State Research, Education, and Extension Service",Department of Agriculture,Agriculture,Agricultural research and services,500528155.28,9995314.10,893203000.00,0.00,0.00,12767390.58,12767390.58,1416493859.96,892221158.89,14557572.91,524272701.07,747321323.12,1416493859.96
049-0100,"Research and Related Activities, National Science Foundation",National Science Foundation,"General Science, Space, and Technology",General science and basic research,154984641.03,19376557.48,6350776000.00,0.00,0.00,79312876.58,79312876.58,6604450075.09,6461184326.09,75867158.29,143265749.00,5762490695.52,6604450075.09
069-0104,"Research and Special Programs, Pipeline and Hazardous Materials Safety Administration, Transportation",Department of Transportation,Transportation,Other transportation,154341.84,0.00,0.00,0.00,0.00,0.00,0.00,154341.84,0.00,0.00,154341.84,0.00,154341.84
069-1730,"Research and Technology, Office of the Secretary, Transportation",Department of Transportation,Transportation,Other transportation,15393282.67,518058.84,23465109.00,0.00,0.00,13470813.62,13470813.62,52847264.13,27324655.63,685768.34,25522608.50,24091570.43,52847264.13
086-0108,"Research and Technology, Policy Development and Research, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,39508765.41,-231720.63,89000000.00,0.00,0.00,0.00,0.00,128277044.78,86621051.04,1114311.16,41655993.74,83048875.96,128277044.78
070-0800,"Research, Development, Acquisition, and Operations, Science and Technology, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,157997839.83,32319186.36,327113000.00,0.00,0.00,7676834.36,7676834.36,525106860.55,403630101.17,43809670.15,121476759.38,709433439.39,525106860.55
070-0860,"Research, Development, and Operations, Domestic Nuclear Detection Office, Homeland Security",Department of Homeland Security,Administration of Justice,Federal law enforcement activities,20276937.45,4342008.40,143878000.00,0.00,0.00,918232.00,918232.00,169415177.85,100107912.77,11895329.20,69307265.08,138644558.08,169415177.85
057-3600,"Research, Development, Test, and Evaluation, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,6387745753.95,559440138.06,37946739933.00,0.00,0.00,4053809116.61,4053809116.61,48947734941.62,39460233590.82,806369988.30,9487501350.80,35235616042.58,48947734941.62
021-2040,"Research, Development, Test, and Evaluation, Army",Department of the Army,National Defense,Department of Defense-Military,4281926098.54,262206663.76,11571130248.00,0.00,0.00,5766323711.42,5766323711.42,21881586721.72,16582375606.06,524796237.96,5299211115.66,13805909662.49,21881586721.72
070-0615,"Research, Development, Test, and Evaluation, Coast Guard, Homeland Security",Department of Homeland Security,Transportation,Water transportation,23324605.08,669560.75,28641000.00,0.00,0.00,2882615.51,2882615.51,55517781.34,22123262.38,669560.75,33394518.96,19747288.10,55517781.34
097-0400,"Research, Development, Test, and Evaluation, Defense-Wide",Department of Defense,National Defense,Department of Defense-Military,4537817448.37,343465446.74,23774015349.00,0.00,0.00,1221868224.44,1221868224.44,29877166468.55,24572166367.04,658128692.88,5305000101.51,20710527420.88,29877166468.55
017-1319,"Research, Development, Test, and Evaluation, Navy",Department of the Navy,National Defense,Department of Defense-Military,2413301558.54,455278713.01,18456203877.00,0.00,0.00,263027649.59,263027649.59,21587811798.14,19066048189.60,637662267.68,2521763608.54,17701242502.21,21587811798.14
069-8108,"Research, Engineering and Development, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",Department of Transportation,Transportation,Air transportation,81166108.68,1357617.58,188942086.47,0.00,0.00,9226002.84,9226002.84,280691815.57,155668649.37,3121098.03,125023166.20,160077311.93,280691815.57
015-0401,"Research, Evaluation, and Statistics, Office of Justice Programs, Justice",Department of Justice,Administration of Justice,Criminal justice assistance,67005262.52,12841544.22,165884791.12,0.00,0.00,254225427.85,254225427.85,499957025.71,439073942.39,12841544.22,60883083.32,369830482.77,499957025.71
069-1121,"Research, Training, and Human Resources, Federal Transit Administration, Transportation",Department of Transportation,Transportation,Ground transportation,31635.19,0.00,0.00,0.00,0.00,0.00,0.00,31635.19,0.00,0.00,31635.19,40605.05,31635.19
057-3700,"Reserve Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,152150819.52,51761392.30,1826097259.00,0.00,0.00,9718369.37,9718369.37,2039727840.19,1881828561.59,98093107.80,157899278.60,1792785463.29,2039727840.19
021-2070,"Reserve Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,249984181.99,267816333.92,4689220000.00,0.00,0.00,33958532.52,33958532.52,5240979048.43,4987203340.34,501167694.88,253775708.09,4589059965.53,5240979048.43
017-1108,"Reserve Personnel, Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,34554723.35,19092415.65,766258000.00,0.00,0.00,6280249.79,6280249.79,826185388.79,791387942.93,29040276.62,34797445.86,741486372.36,826185388.79
017-1405,"Reserve Personnel, Navy",Department of the Navy,National Defense,Department of Defense-Military,56198102.92,1761114.01,1999893000.00,0.00,0.00,32494471.39,32494471.39,2090346688.32,2041211007.97,25149240.77,49135680.35,1950089116.87,2090346688.32
070-0612,"Reserve Training, Coast Guard, Homeland Security",Department of Homeland Security,Transportation,Water transportation,3121143.93,340781.59,114614416.00,0.00,0.00,61702.15,61702.15,118138043.67,114969194.95,569079.18,3168848.72,106220123.18,118138043.67
012-1010,"Resource Conservation and Development, Natural Resources Conservation Services, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,72428.93,0.00,0.00,0.00,0.00,0.00,0.00,72428.93,0.00,0.00,72428.93,0.00,72428.93
012-5220,"Resource Management Timber Receipts, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,10161.06,0.00,0.00,0.00,0.00,0.00,0.00,10161.06,0.00,0.00,10161.06,0.00,10161.06
014-1611,"Resource Management, United States Fish and Wildlife Service, Interior",Department of the Interior,Natural Resources and Environment,Conservation and land management,307211519.95,41556232.96,1279002000.00,0.00,0.00,297570128.38,297570128.38,1925339881.29,1541677019.51,21886305.58,383662861.78,1520155078.13,1925339881.29
020-1875,"Restitution of Forgone Interest, Bureau of the Fiscal Service, Treasury",Department of the Treasury,Net Interest,Other interest,0.00,0.00,1463840421.86,0.00,0.00,0.00,0.00,1463840421.86,1463840421.86,0.00,0.00,1463840421.86,1463840421.86
069-0127,"Restoration and Enhancement Grants, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,5000000.00,0.00,20000000.00,0.00,0.00,0.00,0.00,25000000.00,1757.04,0.00,24998242.96,0.00,25000000.00
012-5215,"Restoration of Forest Lands and Improvements, Forest Service, Agriculture",Department of Agriculture,Natural Resources and Environment,Conservation and land management,105483180.23,-38382596.35,21893561.51,0.00,0.00,0.00,0.00,88994145.39,68675594.12,2442403.65,20318551.27,42789196.96,88994145.39
021-5098,"Restoration, Rocky Mountain Arsenal, Army",Department of the Army,National Defense,Department of Defense-Military,12018951.27,835171.60,554261.93,0.00,0.00,0.00,0.00,13408384.80,1638204.99,835171.60,11770179.81,469188.38,13408384.80
024-8445,"Retired Employees' Health Benefits Fund, Office of Personnel Management",Office of Personnel Management,Health,Health care services,2431470.73,0.00,0.00,0.00,0.00,314628.55,314628.55,2746099.28,295870.00,0.00,2450229.28,299220.00,2746099.28
070-0602,"Retired Pay, Coast Guard, Homeland Security",Department of Homeland Security,Transportation,Water transportation,122316949.12,4119.80,1676117000.00,0.00,0.00,0.00,0.00,1798438068.92,1678094721.55,4119.80,120343347.37,1568128875.23,1798438068.92
075-0379,"Retirement Pay and Medical Benefits for Commissioned Officers, Office of the Assistant Secretary for Health",Department of Health and Human Services,Health,Health care services,44850718.31,17269055.76,606672088.99,0.00,0.00,0.00,0.00,668791863.06,619033793.03,22809617.62,49758070.03,556089576.81,668791863.06
086-0218,"Revitalization of Severely Distressed Public Housing, (HOPE VI), Public and Indian Housing, Housing and Urban Development",Department of Housing and Urban Development,Income Security,Housing assistance,964124.40,456221.00,0.00,0.00,0.00,0.00,0.00,1420345.40,1420341.00,456221.00,4.40,18245955.64,1420345.40
096-4902,"Revolving Fund, Corps of Engineers, Civil",Corps of Engineers - Civil Works,Natural Resources and Environment,Water resources,921575123.15,85622788.72,0.00,0.00,0.00,8596135065.01,8596135065.01,9603332976.88,8726928791.72,85622788.72,876404185.16,8569668087.25,9603332976.88
068-4311,"Revolving Fund for Certification and Other Services, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,0.11,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
075-4309,"Revolving Fund for Certification and Other Services, Food and Drug Administration, Health and Human Services",Department of Health and Human Services,Health,Consumer and occupational health and safety,4052391.23,74242.35,0.00,0.00,0.00,8760117.77,8760117.77,12886751.35,10005624.66,74242.35,2881126.69,8717109.70,12886751.35
014-4409,"Revolving Fund for Loans, Liquidating Account, Bureau of Indian Affairs",Department of the Interior,Community and Regional Development,Area and regional development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
086-4015,"Revolving Fund, Liquidating Programs, Housing and Urban Development",Department of Housing and Urban Development,Community and Regional Development,Community development,0.00,9621558.35,110000.00,0.00,0.00,25053.12,25053.12,9756611.47,60000.00,9671558.35,9696611.47,7725.13,9756611.47
024-4571,"Revolving Fund, Undistributed SIBAC Chargebacks for Washington, DC, Office of Personnel Management",Office of Personnel Management,General Government,Central personnel management,1125339497.46,26714214.71,0.00,0.00,0.00,1978313373.75,1978313373.75,3130367085.92,1905060038.76,26714214.71,1225307047.16,1660010401.11,3130367085.92
069-0726,"Rhode Island Rail Development, Federal Railroad Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
069-8402,"Right-of-Way Revolving Fund, Liquidation of Contract Authorization, Trust Fund, Federal Highway Administration, Transportation",Department of Transportation,Transportation,Ground transportation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
